1024;0;50;60;.04073;20
1024;0;50;60;.04066;21
1024;0;50;60;.04061;21
1024;0;50;60;.04065;21
1024;0;50;60;.04072;21
1024;0;50;60;.04078;21
1024;0;50;60;.04077;20
1024;0;50;60;.04056;20
1024;0;50;60;.04069;20
1024;0;50;60;.04072;20
2048;0;50;60;.04900;20
2048;0;50;60;.04804;20
2048;0;50;60;.05005;20
2048;0;50;60;.04932;20
2048;0;50;60;.04793;21
2048;0;50;60;.04889;21
2048;0;50;60;.04913;20
2048;0;50;60;.04991;20
2048;0;50;60;.04882;20
2048;0;50;60;.04916;21
4096;0;50;60;.06622;20
4096;0;50;60;.06541;20
4096;0;50;60;.06592;20
4096;0;50;60;.06544;20
4096;0;50;60;.06543;20
4096;0;50;60;.06493;20
4096;0;50;60;.06482;20
4096;0;50;60;.06532;20
4096;0;50;60;.06619;20
4096;0;50;60;.06586;20
8192;0;50;60;0.14313;20
8192;0;50;60;0.14148;20
8192;0;50;60;0.14428;20
8192;0;50;60;0.14282;20
8192;0;50;60;0.14315;20
8192;0;50;60;0.14257;20
8192;0;50;60;0.14309;20
8192;0;50;60;0.14143;20
8192;0;50;60;0.14243;20
8192;0;50;60;0.14277;20
1024;1;166;201;0.33303;66
1024;1;166;201;0.33401;65
1024;1;166;201;0.33844;66
1024;1;166;201;0.32824;65
1024;1;166;201;0.32940;65
1024;1;166;201;0.33544;65
1024;1;166;201;0.33080;65
1024;1;166;201;0.33641;66
1024;1;166;201;0.33425;65
1024;1;166;201;0.32780;65
2048;1;166;201;0.50910;65
2048;1;166;201;0.52034;65
2048;1;166;201;0.51135;65
2048;1;166;201;0.51906;65
2048;1;166;201;0.51127;65
2048;1;166;201;0.51297;65
2048;1;166;201;0.52350;65
2048;1;166;201;0.52618;65
2048;1;166;201;0.52428;65
2048;1;166;201;0.52426;65
4096;1;166;201;0.79576;65
4096;1;166;201;0.79207;65
4096;1;166;201;0.79120;65
4096;1;166;201;0.79027;65
4096;1;166;201;0.79236;65
4096;1;166;201;0.79180;65
4096;1;166;201;0.79413;65
4096;1;166;201;0.79244;65
4096;1;166;201;0.79229;65
4096;1;166;201;0.78882;65
8192;1;166;201;1.89455;65
8192;1;166;201;1.90690;65
8192;1;166;201;1.89243;65
8192;1;166;201;1.89141;65
8192;1;166;201;1.90247;65
8192;1;166;201;1.89288;65
8192;1;166;201;1.90230;65
8192;1;166;201;1.89235;65
8192;1;166;201;1.88757;65
8192;1;166;201;1.88790;65
1024;2;358;402;1.77734;133
1024;2;358;402;1.72394;133
1024;2;358;402;1.71888;133
1024;2;358;402;1.72098;133
1024;2;358;402;1.78707;133
1024;2;358;402;1.77902;133
1024;2;358;402;1.77225;133
1024;2;358;402;1.78735;133
1024;2;358;402;1.71796;133
1024;2;358;402;1.72225;133
2048;2;358;402;2.62093;134
2048;2;358;402;2.61701;134
2048;2;358;402;2.61839;134
2048;2;358;402;2.62034;134
2048;2;358;402;2.61739;134
2048;2;358;402;2.61791;134
2048;2;358;402;2.62120;133
2048;2;358;402;2.62064;133
2048;2;358;402;2.61935;134
2048;2;358;402;2.61819;133
4096;2;358;402;3.60253;133
4096;2;358;402;3.62509;133
4096;2;358;402;3.62221;133
4096;2;358;402;3.62244;133
4096;2;358;402;3.62210;133
4096;2;358;402;3.61531;133
4096;2;358;402;3.60977;133
4096;2;358;402;3.60970;133
4096;2;358;402;3.63935;133
4096;2;358;402;3.60612;133
8192;2;358;402;8.60694;133
8192;2;358;402;8.58631;133
