Runs; Iterations;Problem;ants;BestSequence;RouteDistance;Time;

1;15;1;1024;0.00207;0.00224;0.00008;0.00101;0.00356;0.00019;0.00019;0.00004;0.00005;0;9071.57186;0.19288; 
2;15;1;1024;0.00169;0.00034;0.00007;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;9756.57498;0.21706; 
3;15;1;1024;0.00190;0.00033;0.00006;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;9896.86597;0.18550; 
4;15;1;1024;0.00189;0.00032;0.00005;0.00102;0.00356;0.00019;0.00019;0.00004;0.00004;0;9347.74615;0.17745; 
5;15;1;1024;0.00154;0.00033;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;8949.56069;0.18340; 
6;15;1;1024;0.00190;0.00033;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;9498.10456;0.18219; 
7;15;1;1024;0.00288;0.00034;0.00005;0.00101;0.00362;0.00019;0.00019;0.00004;0.00005;0;9651.71917;0.24066; 
8;15;1;1024;0.00186;0.00032;0.00005;0.00101;0.00357;0.00019;0.00019;0.00004;0.00004;0;9664.64995;0.19279; 
9;15;1;1024;0.00192;0.00032;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00005;0;9827.28043;0.17914; 
10;15;1;1024;0.00170;0.00032;0.00005;0.00101;0.00349;0.00019;0.00019;0.00004;0.00004;0;9901.09210;0.18372; 
11;15;1;1024;0.00188;0.00033;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;9393.66414;0.18169; 
12;15;1;1024;0.00192;0.00032;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00005;0;9409.61499;0.17682; 
13;15;1;1024;0.00194;0.00033;0.00005;0.00102;0.00356;0.00019;0.00019;0.00004;0.00005;0;9925.51753;0.19939; 
14;15;1;1024;0.00163;0.00032;0.00005;0.00101;0.00357;0.00019;0.00019;0.00004;0.00004;0;9935.69303;0.18374; 
15;15;1;1024;0.00188;0.00032;0.00005;0.00101;0.00357;0.00019;0.00019;0.00004;0.00004;0;9731.85000;0.18183; 
16;15;1;1024;0.00193;0.00032;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00005;0;9191.09501;0.17707; 
17;15;1;1024;0.00188;0.00032;0.00005;0.00101;0.00355;0.00019;0.00019;0.00004;0.00004;0;9641.61617;0.17782; 
18;15;1;1024;0.00180;0.00031;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;9190.78655;0.18717; 
19;15;1;1024;0.00186;0.00029;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00005;0;9431.37872;0.22584; 
20;15;1;1024;0.00193;0.00032;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;8254.48580;0.17643; 
21;15;1;1024;0.00168;0.00033;0.00005;0.00101;0.00357;0.00019;0.00019;0.00004;0.00004;0;9914.67365;0.18271; 
22;15;1;1024;0.00198;0.00033;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;10029.66058;0.17907; 
23;15;1;1024;0.00171;0.00033;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00004;0;8844.70727;0.18340; 
24;15;1;1024;0.00351;0.00035;0.00005;0.00101;0.00357;0.00019;0.00019;0.00004;0.00005;0;9256.29695;0.22483; 
25;15;1;1024;0.00201;0.00034;0.00005;0.00103;0.00356;0.00019;0.00019;0.00004;0.00004;0;9422.40821;0.22132; 
26;15;1;1024;0.00189;0.00033;0.00005;0.00101;0.00357;0.00019;0.00019;0.00004;0.00004;0;9690.27614;0.17856; 
27;15;1;1024;0.00190;0.00032;0.00005;0.00101;0.00357;0.00019;0.00019;0.00004;0.00004;0;9908.50926;0.18230; 
28;15;1;1024;0.00190;0.00033;0.00005;0.00101;0.00357;0.00019;0.00019;0.00004;0.00004;0;9355.71805;0.18126; 
29;15;1;1024;0.00194;0.00033;0.00005;0.00101;0.00356;0.00019;0.00019;0.00004;0.00005;0;9258.50514;0.17679; 
