Runs; Iterations;Problem;ants;BestSequence;RouteDistance;Time;
13;15;3;1024;0;15906.07674;0.76638; 
14;15;3;1024;0;15637.83309;0.76259; 
15;15;3;1024;0;15588.26021;0.76747; 
16;15;3;1024;0;15715.79217;0.83847; 
17;15;3;1024;0;15810.84430;0.76045; 
18;15;3;1024;0;15978.92709;0.82737; 
19;15;3;1024;0;15770.06353;0.76007; 
20;15;3;1024;0;15892.57195;0.80920; 
21;15;3;1024;0;15501.54726;0.76672; 
22;15;3;1024;0;15785.71730;0.80754; 
23;15;3;1024;0;15985.65369;0.75826; 
24;15;3;1024;0;15112.27351;0.76926; 
25;15;3;1024;0;15881.20982;0.75817; 
26;15;3;1024;0;15685.03141;0.75899; 
27;15;3;1024;0;15372.36436;0.75736; 
28;15;3;1024;0;15871.76718;0.75876; 
29;15;3;1024;0;15210.94328;0.77163; 
30;15;3;1024;0;15910.38150;0.77966; 
1;15;3;2048;0;15490.74457;0.81921; 
2;15;3;2048;0;15621.67219;0.77709; 
3;15;3;2048;0;15748.75231;0.80396; 
4;15;3;2048;0;15311.29724;0.77858; 
5;15;3;2048;0;15925.97819;0.84333; 
6;15;3;2048;0;15677.55512;0.77669; 
7;15;3;2048;0;15759.14550;0.77470; 
8;15;3;2048;0;15940.37354;0.77425; 
9;15;3;2048;0;15743.53083;0.83768; 
10;15;3;2048;0;15700.71962;0.77261; 
11;15;3;2048;0;15804.33826;0.81681; 
12;15;3;2048;0;15515.65516;0.77672; 
13;15;3;2048;0;15713.01219;0.83647; 
14;15;3;2048;0;15698.24366;0.77658; 
15;15;3;2048;0;15967.10574;0.79656; 
16;15;3;2048;0;16000.71389;0.77614; 
17;15;3;2048;0;15879.39326;0.81336; 
18;15;3;2048;0;15698.11759;0.77920; 
19;15;3;2048;0;15552.62566;0.81250; 
20;15;3;2048;0;15783.45214;0.76912; 
21;15;3;2048;0;16015.61217;0.79201; 
22;15;3;2048;0;15648.16992;0.77356; 
23;15;3;2048;0;15670.10862;0.76947; 
24;15;3;2048;0;15500.50157;0.77348; 
25;15;3;2048;0;15736.49489;0.79790; 
26;15;3;2048;0;15536.79263;0.77415; 
27;15;3;2048;0;15516.74349;0.79802; 
28;15;3;2048;0;15820.57470;0.81708; 
29;15;3;2048;0;15733.49039;0.77523; 
30;15;3;2048;0;15589.93780;0.78896; 
1;15;3;4096;0;15946.67207;0.92303; 
2;15;3;4096;0;15768.58321;0.96775; 
3;15;3;4096;0;15633.23540;0.91723; 
4;15;3;4096;0;15302.60537;0.92668; 
5;15;3;4096;0;15052.88074;0.91793; 
6;15;3;4096;0;15576.96040;0.92289; 
7;15;3;4096;0;15016.35993;0.95043; 
8;15;3;4096;0;15702.15478;0.91617; 
9;15;3;4096;0;15504.62701;0.99372; 
10;15;3;4096;0;15450.65421;0.92131; 
11;15;3;4096;0;15766.67392;0.95389; 
12;15;3;4096;0;15413.75743;0.91745; 
13;15;3;4096;0;15380.04017;0.95809; 
14;15;3;4096;0;15674.19076;0.94916; 
15;15;3;4096;0;15886.69960;0.92106; 
16;15;3;4096;0;15719.59061;0.97855; 
17;15;3;4096;0;15570.72563;0.91795; 
18;15;3;4096;0;15672.61910;0.96419; 
19;15;3;4096;0;15712.11089;0.92353; 
20;15;3;4096;0;15339.94282;0.92581; 
21;15;3;4096;0;15463.88089;0.92382; 
22;15;3;4096;0;15334.12609;0.92024; 
23;15;3;4096;0;15761.46461;0.91680; 
24;15;3;4096;0;15293.95491;0.91996; 
25;15;3;4096;0;15695.86213;0.95151; 
26;15;3;4096;0;15539.43483;0.91892; 
27;15;3;4096;0;15607.97977;0.99100; 
28;15;3;4096;0;15403.19569;0.91702; 
29;15;3;4096;0;15354.89537;0.95953; 
30;15;3;4096;0;15915.62881;0.92105; 
1;15;3;8192;0;15644.05693;1.72818; 
2;15;3;8192;0;15570.19744;1.72633; 
3;15;3;8192;0;15370.57348;1.76043; 
4;15;3;8192;0;15570.48513;1.77920; 
5;15;3;8192;0;15658.59162;1.73311; 
6;15;3;8192;0;15409.89479;1.74706; 
7;15;3;8192;0;15344.57461;1.75390; 
8;15;3;8192;0;15452.41924;1.77357; 
9;15;3;8192;0;15446.36290;1.77664; 
10;15;3;8192;0;15667.61971;1.78939; 
11;15;3;8192;0;15399.16291;1.79372; 
12;15;3;8192;0;14662.75792;1.79175; 
13;15;3;8192;0;15394.26587;1.78026; 
14;15;3;8192;0;15826.19316;1.77511; 
15;15;3;8192;0;15435.60462;1.78425; 
16;15;3;8192;0;15804.55748;1.80505; 
17;15;3;8192;0;15608.28098;1.79564; 
18;15;3;8192;0;15515.52553;1.78310; 
19;15;3;8192;0;15534.06973;1.79392; 
20;15;3;8192;0;15536.69329;1.75948; 
21;15;3;8192;0;15802.22739;1.79935; 
22;15;3;8192;0;15266.21880;1.77987; 
23;15;3;8192;0;15745.82054;1.75870; 
24;15;3;8192;0;15570.06306;1.73366; 
25;15;3;8192;0;15428.84720;1.73805; 
26;15;3;8192;0;15638.53707;1.73778; 
27;15;3;8192;0;15154.91453;1.73172; 
28;15;3;8192;0;15648.43466;1.73366; 
29;15;3;8192;0;15412.42923;1.73972; 
30;15;3;8192;0;15546.69812;1.74002; 
