Runs; Iterations;Problem;ants;BestSequence;RouteDistance;Time;
8;15;7;8192;0;72158.18482;6.25377; 
9;15;7;8192;0;71880.49348;6.24740; 
10;15;7;8192;0;72338.03818;6.24526; 
11;15;7;8192;0;73308.61767;6.31444; 
12;15;7;8192;0;72865.03065;6.27813; 
13;15;7;8192;0;72662.62666;6.23694; 
14;15;7;8192;0;72247.56921;6.24145; 
15;15;7;8192;0;72691.58160;6.22582; 
16;15;7;8192;0;73196.93612;6.30897; 
17;15;7;8192;0;72760.07980;6.30535; 
18;15;7;8192;0;72537.35024;6.23398; 
19;15;7;8192;0;72136.89705;6.23892; 
20;15;7;8192;0;71477.39680;6.23981; 
21;15;7;8192;0;72746.78716;6.32825; 
22;15;7;8192;0;72875.87993;6.27677; 
23;15;7;8192;0;72619.63712;6.24015; 
24;15;7;8192;0;72712.20095;6.24215; 
25;15;7;8192;0;71285.70775;6.26898; 
26;15;7;8192;0;72372.87639;6.24943; 
27;15;7;8192;0;71254.24630;6.24002; 
28;15;7;8192;0;68782.37069;6.23379; 
29;15;7;8192;0;71783.53632;6.25397; 
30;15;7;8192;0;72579.65887;6.30709; 
1;15;8;1024;0;98273.59537;3.54370; 
2;15;8;1024;0;99778.23989;3.53866; 
3;15;8;1024;0;99616.08163;3.52317; 
4;15;8;1024;0;99894.02606;3.44840; 
5;15;8;1024;0;98957.71534;3.46369; 
6;15;8;1024;0;99674.73189;3.48403; 
7;15;8;1024;0;98992.53552;3.46038; 
8;15;8;1024;0;99887.72802;3.53728; 
9;15;8;1024;0;98076.71676;3.49358; 
10;15;8;1024;0;98558.50993;3.43711; 
11;15;8;1024;0;96043.49007;3.44873; 
12;15;8;1024;0;99459.10093;3.44228; 
13;15;8;1024;0;100361.41667;3.44572; 
14;15;8;1024;0;98991.01554;3.47988; 
15;15;8;1024;0;99389.26919;3.48866; 
16;15;8;1024;0;97378.52274;3.43746; 
17;15;8;1024;0;100284.29962;3.43795; 
18;15;8;1024;0;96949.42137;3.45116; 
19;15;8;1024;0;99907.49330;3.43132; 
20;15;8;1024;0;98054.31292;3.48616; 
21;15;8;1024;0;98500.96270;3.43592; 
22;15;8;1024;0;98683.70043;3.47946; 
23;15;8;1024;0;98865.21044;3.41738; 
24;15;8;1024;0;97124.67865;3.45433; 
25;15;8;1024;0;98907.02743;3.48405; 
26;15;8;1024;0;98020.40676;3.44051; 
27;15;8;1024;0;99465.93416;3.40401; 
28;15;8;1024;0;100277.00542;3.40662; 
29;15;8;1024;0;98486.06229;3.42352; 
30;15;8;1024;0;99556.82989;3.49718; 
1;15;8;2048;0;101670.93404;3.48599; 
2;15;8;2048;0;103045.52214;3.45746; 
3;15;8;2048;0;101222.56260;3.45679; 
4;15;8;2048;0;101144.25587;3.45022; 
5;15;8;2048;0;101697.13340;3.52767; 
6;15;8;2048;0;101463.81202;3.48999; 
7;15;8;2048;0;102047.16140;3.46682; 
8;15;8;2048;0;101960.90445;3.45467; 
9;15;8;2048;0;102909.38763;3.45271; 
10;15;8;2048;0;101741.25330;3.47659; 
11;15;8;2048;0;101089.39724;3.49426; 
12;15;8;2048;0;101081.15319;3.45845; 
13;15;8;2048;0;101587.79172;3.45774; 
14;15;8;2048;0;101539.94752;3.45580; 
15;15;8;2048;0;101915.29465;3.46043; 
16;15;8;2048;0;102845.74804;3.45150; 
17;15;8;2048;0;101172.45569;3.52989; 
18;15;8;2048;0;101676.77212;3.49933; 
19;15;8;2048;0;102494.46216;3.45721; 
20;15;8;2048;0;102330.32549;3.45706; 
21;15;8;2048;0;100939.86647;3.46864; 
22;15;8;2048;0;102055.61213;3.45879; 
23;15;8;2048;0;102866.84165;3.53586; 
24;15;8;2048;0;101879.79788;3.48344; 
25;15;8;2048;0;101012.75165;3.45742; 
26;15;8;2048;0;101895.97545;3.44863; 
27;15;8;2048;0;101732.63167;3.46135; 
28;15;8;2048;0;101027.52921;3.46017; 
29;15;8;2048;0;101810.12630;3.49573; 
30;15;8;2048;0;101940.39733;3.49619; 
1;15;8;4096;0;103228.61099;4.95280; 
2;15;8;4096;0;101294.04052;4.92301; 
3;15;8;4096;0;102760.52638;4.95489; 
4;15;8;4096;0;103988.14954;4.93053; 
5;15;8;4096;0;102778.22293;4.96187; 
6;15;8;4096;0;101601.60505;4.93930; 
7;15;8;4096;0;102180.01171;4.94415; 
8;15;8;4096;0;103294.42779;4.98892; 
9;15;8;4096;0;103420.57238;4.95246; 
10;15;8;4096;0;103514.99881;4.98686; 
11;15;8;4096;0;102472.60958;4.95510; 
12;15;8;4096;0;101973.65945;4.94824; 
13;15;8;4096;0;100865.81591;5.01996; 
14;15;8;4096;0;103336.72974;4.94922; 
15;15;8;4096;0;101517.45746;4.94417; 
16;15;8;4096;0;103206.32670;4.94934; 
17;15;8;4096;0;102943.40193;4.95170; 
18;15;8;4096;0;99065.49156;5.02486; 
19;15;8;4096;0;102661.95170;4.94344; 
20;15;8;4096;0;103371.94248;4.99262; 
21;15;8;4096;0;103858.69688;4.95494; 
22;15;8;4096;0;100453.57317;4.95583; 
23;15;8;4096;0;102702.66894;4.97947; 
24;15;8;4096;0;103769.65515;4.94985; 
25;15;8;4096;0;100680.66610;4.97813; 
26;15;8;4096;0;103047.40518;4.94798; 
27;15;8;4096;0;102985.07626;5.01084; 
28;15;8;4096;0;102697.14688;4.95152; 
29;15;8;4096;0;102314.54681;4.95072; 
30;15;8;4096;0;101760.39173;4.94030; 
1;15;8;8192;0;102159.24109;14.21343; 
2;15;8;8192;0;101694.23091;14.22145; 
3;15;8;8192;0;103329.79065;14.20502; 
4;15;8;8192;0;100852.33304;14.22520; 
5;15;8;8192;0;102571.00192;14.28970; 
6;15;8;8192;0;101918.59000;14.22223; 
7;15;8;8192;0;102567.77844;14.20929; 
8;15;8;8192;0;103400.80048;14.20051; 
9;15;8;8192;0;102376.97731;14.23140; 
10;15;8;8192;0;101816.84167;14.21621; 
11;15;8;8192;0;103136.30368;14.21816; 
12;15;8;8192;0;102700.31520;14.21219; 
13;15;8;8192;0;103513.44180;14.19947; 
14;15;8;8192;0;102489.11546;14.23578; 
15;15;8;8192;0;103218.32251;14.26088; 
16;15;8;8192;0;103206.49394;14.19133; 
17;15;8;8192;0;102944.28159;14.20023; 
18;15;8;8192;0;103263.67871;14.20136; 
19;15;8;8192;0;102824.26772;14.21316; 
20;15;8;8192;0;99892.22672;14.25098; 
21;15;8;8192;0;101774.68024;14.24813; 
22;15;8;8192;0;103592.34425;14.20948; 
23;15;8;8192;0;102670.10772;14.19926; 
24;15;8;8192;0;99614.03558;14.22566; 
25;15;8;8192;0;101252.10450;14.28620; 
26;15;8;8192;0;103189.66064;14.22050; 
27;15;8;8192;0;102805.85482;14.20842; 
28;15;8;8192;0;102006.81279;14.19669; 
29;15;8;8192;0;101662.52262;14.21490; 
30;15;8;8192;0;103705.43628;14.29231; 
1;15;9;1024;0;115969.46023;34.57061; 
2;15;9;1024;0;115811.69605;34.61393; 
3;15;9;1024;0;117620.92219;34.50675; 
4;15;9;1024;0;117157.01232;34.06372; 
5;15;9;1024;0;117742.22560;34.02278; 
6;15;9;1024;0;118098.46323;34.18904; 
7;15;9;1024;0;117302.08860;34.30686; 
8;15;9;1024;0;115515.70290;34.15479; 
9;15;9;1024;0;117674.25397;34.22880; 
10;15;9;1024;0;116386.54903;34.04846; 
11;15;9;1024;0;117360.30399;34.07008; 
12;15;9;1024;0;117557.01548;34.16821; 
13;15;9;1024;0;116337.68565;34.13915; 
14;15;9;1024;0;118234.85846;34.22018; 
15;15;9;1024;0;118036.59543;34.13404; 
16;15;9;1024;0;117693.53430;34.17923; 
17;15;9;1024;0;115932.86769;34.20836; 
18;15;9;1024;0;118009.43630;34.12967; 
19;15;9;1024;0;117065.62548;34.23965; 
20;15;9;1024;0;117633.60972;34.17794; 
21;15;9;1024;0;117660.06160;34.12041; 
22;15;9;1024;0;117491.78500;34.10936; 
23;15;9;1024;0;117639.21612;34.18066; 
24;15;9;1024;0;117611.33915;34.24164; 
25;15;9;1024;0;117043.43608;34.27195; 
26;15;9;1024;0;115919.43867;34.10076; 
27;15;9;1024;0;117233.33414;34.09040; 
28;15;9;1024;0;116713.44077;34.30436; 
29;15;9;1024;0;116855.41180;34.08686; 
30;15;9;1024;0;117432.40082;34.15002; 
1;15;9;2048;0;120108.51260;39.97182; 
2;15;9;2048;0;120051.61444;39.97774; 
3;15;9;2048;0;121985.27591;40.02703; 
4;15;9;2048;0;121800.29935;40.30629; 
5;15;9;2048;0;121379.35602;40.35724; 
6;15;9;2048;0;120578.81971;40.17317; 
7;15;9;2048;0;121911.08097;40.20717; 
8;15;9;2048;0;122372.79453;40.12730; 
9;15;9;2048;0;120206.33532;40.18973; 
10;15;9;2048;0;121562.00691;40.15068; 
11;15;9;2048;0;121125.49383;40.32224; 
12;15;9;2048;0;121981.57342;40.34831; 
13;15;9;2048;0;120583.61974;40.20034; 
14;15;9;2048;0;122368.67515;40.32608; 
15;15;9;2048;0;120079.44027;40.32900; 
16;15;9;2048;0;121695.85719;40.28715; 
17;15;9;2048;0;122075.38734;40.20863; 
18;15;9;2048;0;121794.85498;40.22635; 
19;15;9;2048;0;121238.51602;40.13399; 
20;15;9;2048;0;120472.83124;40.28534; 
21;15;9;2048;0;121507.77513;40.24297; 
22;15;9;2048;0;121505.39449;40.20228; 
23;15;9;2048;0;121283.57081;40.27445; 
24;15;9;2048;0;120253.85287;40.46863; 
25;15;9;2048;0;121377.46002;40.26285; 
26;15;9;2048;0;121298.47661;40.21956; 
27;15;9;2048;0;121965.80540;40.22214; 
28;15;9;2048;0;121738.11567;40.32944; 
29;15;9;2048;0;122026.82431;40.21092; 
30;15;9;2048;0;123074.80860;40.29930; 
1;15;9;4096;0;122465.50237;72.37281; 
2;15;9;4096;0;123719.05982;72.39358; 
3;15;9;4096;0;122602.42855;72.34007; 
4;15;9;4096;0;123694.52915;72.24903; 
5;15;9;4096;0;123102.86771;72.24911; 
6;15;9;4096;0;123251.32639;72.42363; 
7;15;9;4096;0;123350.04235;72.19803; 
8;15;9;4096;0;122899.20730;72.34678; 
9;15;9;4096;0;123217.56612;72.30674; 
10;15;9;4096;0;122304.56481;72.35100; 
11;15;9;4096;0;123294.42740;72.26475; 
12;15;9;4096;0;122632.00343;72.36280; 
13;15;9;4096;0;123301.42587;72.25900; 
14;15;9;4096;0;122732.11779;72.44864; 
15;15;9;4096;0;122884.95281;72.35763; 
16;15;9;4096;0;122679.14318;72.23132; 
17;15;9;4096;0;123289.65080;72.43978; 
18;15;9;4096;0;123336.82224;72.34126; 
19;15;9;4096;0;121788.76003;72.20849; 
20;15;9;4096;0;122564.33266;72.30447; 
21;15;9;4096;0;122790.07927;72.26845; 
22;15;9;4096;0;121758.61181;72.46659; 
23;15;9;4096;0;121285.54740;72.31700; 
24;15;9;4096;0;122839.46179;72.25815; 
25;15;9;4096;0;123632.18872;72.28777; 
26;15;9;4096;0;123750.01854;72.42351; 
27;15;9;4096;0;123973.13628;72.26620; 
28;15;9;4096;0;123783.30532;72.24674; 
29;15;9;4096;0;123475.48594;72.31673; 
30;15;9;4096;0;122801.70913;72.32950; 
1;15;9;8192;0;123007.90733;159.00112; 
2;15;9;8192;0;122727.72175;158.97210; 
3;15;9;8192;0;122889.84773;158.97831; 
4;15;9;8192;0;123180.32557;158.98468; 
5;15;9;8192;0;123120.31559;159.04414; 
6;15;9;8192;0;124042.33406;158.97641; 
7;15;9;8192;0;123524.74721;158.83334; 
8;15;9;8192;0;124306.79956;159.05114; 
9;15;9;8192;0;122236.27856;158.90680; 
10;15;9;8192;0;122874.73210;159.12921; 
11;15;9;8192;0;124277.44803;159.11305; 
12;15;9;8192;0;124812.01713;158.76848; 
13;15;9;8192;0;123413.71970;158.71519; 
14;15;9;8192;0;122620.53065;158.93964; 
15;15;9;8192;0;123668.40540;159.00568; 
16;15;9;8192;0;123423.88398;158.98889; 
17;15;9;8192;0;123296.14992;158.91827; 
18;15;9;8192;0;123123.83037;158.87002; 
19;15;9;8192;0;123138.85078;158.98831; 
20;15;9;8192;0;123891.80956;159.04374; 
21;15;9;8192;0;123593.44951;158.99144; 
22;15;9;8192;0;123087.36382;159.04328; 
23;15;9;8192;0;123930.46037;158.90178; 
24;15;9;8192;0;122531.50562;158.91558; 
25;15;9;8192;0;123326.90515;159.01582; 
26;15;9;8192;0;124056.78994;158.85010; 
27;15;9;8192;0;122434.85765;159.24898; 
28;15;9;8192;0;123437.11635;158.95505; 
29;15;9;8192;0;122801.01174;158.88955; 
30;15;9;8192;0;123525.51881;158.89798; 
1;15;10;1024;0;419327.90672;25.81337; 
2;15;10;1024;0;410097.96434;25.69894; 
3;15;10;1024;0;416934.67139;25.79054; 
4;15;10;1024;0;408648.42554;25.62824; 
5;15;10;1024;0;418417.38509;25.51066; 
6;15;10;1024;0;413134.77472;25.55815; 
7;15;10;1024;0;417505.03686;25.50402; 
8;15;10;1024;0;420302.27952;25.43458; 
9;15;10;1024;0;417278.70289;25.45819; 
10;15;10;1024;0;421320.44467;25.47815; 
11;15;10;1024;0;419503.92364;25.52198; 
12;15;10;1024;0;417544.88267;25.54699; 
13;15;10;1024;0;419287.53240;25.54420; 
14;15;10;1024;0;413563.24069;25.45891; 
15;15;10;1024;0;420154.95955;25.50843; 
16;15;10;1024;0;417357.77784;25.49371; 
17;15;10;1024;0;421763.65266;25.42700; 
18;15;10;1024;0;418027.06528;25.50912; 
19;15;10;1024;0;414442.07528;25.55394; 
20;15;10;1024;0;416109.41707;25.53699; 
21;15;10;1024;0;417417.30003;25.46049; 
22;15;10;1024;0;418730.24708;25.44787; 
23;15;10;1024;0;416107.69655;25.48205; 
24;15;10;1024;0;409504.33177;25.49259; 
25;15;10;1024;0;416157.83808;25.56255; 
26;15;10;1024;0;417169.73943;25.53286; 
27;15;10;1024;0;418965.16111;25.43399; 
28;15;10;1024;0;421909.77312;25.48685; 
29;15;10;1024;0;422304.08179;25.50375; 
30;15;10;1024;0;418288.52272;25.49683; 
1;15;10;2048;0;447375.50815;26.08961; 
2;15;10;2048;0;445463.37357;26.12968; 
3;15;10;2048;0;453674.43236;26.10920; 
4;15;10;2048;0;450256.42587;26.06335; 
5;15;10;2048;0;450005.79446;26.09368; 
6;15;10;2048;0;452030.07356;26.21965; 
7;15;10;2048;0;451455.54234;26.11477; 
8;15;10;2048;0;449410.24326;26.09225; 
9;15;10;2048;0;452921.68654;26.03741; 
10;15;10;2048;0;448389.21310;26.03059; 
11;15;10;2048;0;446801.25176;26.19693; 
12;15;10;2048;0;450650.31918;26.06267; 
13;15;10;2048;0;452115.59620;26.12035; 
14;15;10;2048;0;451689.45517;26.20581; 
15;15;10;2048;0;450454.18517;26.11752; 
16;15;10;2048;0;451309.66717;26.13130; 
17;15;10;2048;0;453143.71024;26.07128; 
18;15;10;2048;0;454251.79021;26.07844; 
19;15;10;2048;0;438273.88395;26.02198; 
20;15;10;2048;0;454325.60158;26.13854; 
21;15;10;2048;0;451584.89799;26.23558; 
22;15;10;2048;0;452997.79685;26.17053; 
23;15;10;2048;0;451268.54893;26.08101; 
24;15;10;2048;0;452481.54414;26.07070; 
25;15;10;2048;0;452596.91639;26.14334; 
26;15;10;2048;0;453220.80071;26.06750; 
27;15;10;2048;0;447234.55600;26.15495; 
28;15;10;2048;0;449221.95602;26.12792; 
29;15;10;2048;0;450499.92803;26.09032; 
30;15;10;2048;0;449755.77255;26.22791; 
1;15;10;4096;0;481555.99937;43.68636; 
2;15;10;4096;0;481883.52122;43.64783; 
3;15;10;4096;0;477834.10263;43.56266; 
4;15;10;4096;0;476812.68550;43.59498; 
5;15;10;4096;0;477872.08808;43.64610; 
6;15;10;4096;0;482630.67716;43.70124; 
7;15;10;4096;0;479328.76511;43.67493; 
8;15;10;4096;0;483030.82106;43.71532; 
9;15;10;4096;0;479471.80306;43.70995; 
10;15;10;4096;0;476265.68004;43.70827; 
11;15;10;4096;0;485107.56707;43.71904; 
12;15;10;4096;0;481542.65544;43.61540; 
13;15;10;4096;0;477033.93334;43.63213; 
14;15;10;4096;0;481437.03465;43.61839; 
15;15;10;4096;0;474289.77396;43.65350; 
16;15;10;4096;0;483835.93395;43.61859; 
17;15;10;4096;0;471819.27191;43.62070; 
18;15;10;4096;0;480200.29289;43.65843; 
19;15;10;4096;0;477875.97151;43.74995; 
20;15;10;4096;0;480456.15459;43.72670; 
21;15;10;4096;0;484414.86657;43.69008; 
22;15;10;4096;0;482804.30477;43.64135; 
23;15;10;4096;0;481549.76558;43.63659; 
24;15;10;4096;0;482604.78535;43.62817; 
25;15;10;4096;0;479536.51746;43.68059; 
26;15;10;4096;0;477481.95842;43.63785; 
27;15;10;4096;0;482442.08914;43.67979; 
28;15;10;4096;0;477952.07060;43.59312; 
29;15;10;4096;0;480771.56450;43.64211; 
30;15;10;4096;0;481531.74700;43.62890; 
1;15;10;8192;0;492041.89031;93.57021; 
2;15;10;8192;0;498958.15240;93.55170; 
3;15;10;8192;0;501369.14827;93.52291; 
4;15;10;8192;0;491229.55721;93.47482; 
5;15;10;8192;0;499260.71586;93.52454; 
6;15;10;8192;0;499885.36685;93.48470; 
7;15;10;8192;0;492918.77030;93.43426; 
8;15;10;8192;0;496029.50915;93.40826; 
9;15;10;8192;0;499155.27301;93.55299; 
10;15;10;8192;0;498476.69916;93.37104; 
11;15;10;8192;0;498037.01009;93.51623; 
12;15;10;8192;0;498125.74170;93.52310; 
13;15;10;8192;0;497564.24258;93.60958; 
14;15;10;8192;0;496554.53426;93.44880; 
15;15;10;8192;0;501230.71642;93.55897; 
16;15;10;8192;0;500591.85823;93.53221; 
17;15;10;8192;0;489057.05239;93.40678; 
18;15;10;8192;0;497962.91299;93.47372; 
19;15;10;8192;0;495689.77189;93.44620; 
20;15;10;8192;0;501424.81798;93.51813; 
21;15;10;8192;0;494298.77574;93.59069; 
22;15;10;8192;0;495616.94398;93.40929; 
23;15;10;8192;0;500952.93792;93.41045; 
24;15;10;8192;0;492525.04758;93.65518; 
25;15;10;8192;0;496804.15529;93.63084; 
26;15;10;8192;0;489629.18126;93.57116; 
27;15;10;8192;0;499844.25909;93.54580; 
28;15;10;8192;0;498407.72614;93.44132; 
29;15;10;8192;0;496159.52540;93.59987; 
30;15;10;8192;0;499566.93029;93.52927; 
1;15;11;1024;0;626172.46980;255.62158; 
2;15;11;1024;0;628529.27480;254.44140; 
3;15;11;1024;0;622583.11286;255.12875; 
4;15;11;1024;0;625408.63180;254.38117; 
5;15;11;1024;0;627023.14712;253.89468; 
6;15;11;1024;0;626961.65445;254.81197; 
7;15;11;1024;0;629506.59482;255.08338; 
8;15;11;1024;0;628036.47891;254.30677; 
9;15;11;1024;0;631652.05379;254.87054; 
10;15;11;1024;0;624228.06996;254.10291; 
11;15;11;1024;0;634499.51314;254.10826; 
12;15;11;1024;0;627544.23601;254.26834; 
13;15;11;1024;0;626346.29827;254.36147; 
14;15;11;1024;0;625768.58780;254.04871; 
15;15;11;1024;0;627890.06141;254.31923; 
16;15;11;1024;0;633272.97851;254.74676; 
17;15;11;1024;0;629152.09412;255.42635; 
18;15;11;1024;0;626874.07129;254.73184; 
19;15;11;1024;0;629153.06825;254.86821; 
20;15;11;1024;0;626408.69615;254.76320; 
21;15;11;1024;0;631474.28895;254.19511; 
22;15;11;1024;0;623161.82294;254.25422; 
23;15;11;1024;0;631426.14651;254.40471; 
24;15;11;1024;0;629708.84235;254.73098; 
25;15;11;1024;0;627753.34765;254.91562; 
26;15;11;1024;0;626288.90940;255.12024; 
27;15;11;1024;0;631235.59377;254.19895; 
28;15;11;1024;0;630222.60853;254.81397; 
29;15;11;1024;0;625638.65829;255.38925; 
30;15;11;1024;0;626940.39930;254.97697; 
1;15;11;2048;0;680003.81006;305.00462; 
2;15;11;2048;0;682000.40296;303.92144; 
3;15;11;2048;0;674018.29597;304.12504; 
4;15;11;2048;0;682213.86383;304.05643; 
5;15;11;2048;0;679131.80623;303.70829; 
6;15;11;2048;0;679712.17451;304.33115; 
7;15;11;2048;0;681048.00883;303.72450; 
8;15;11;2048;0;684050.87369;304.52502; 
9;15;11;2048;0;674851.44451;304.04468; 
10;15;11;2048;0;678771.19813;304.63672; 
11;15;11;2048;0;681189.37353;304.20010; 
12;15;11;2048;0;680426.97658;304.17799; 
13;15;11;2048;0;676396.56370;304.02722; 
14;15;11;2048;0;683662.49928;304.73216; 
15;15;11;2048;0;678267.86738;303.71292; 
16;15;11;2048;0;680810.79468;304.32623; 
17;15;11;2048;0;680066.03438;304.26693; 
18;15;11;2048;0;681672.22363;303.77710; 
19;15;11;2048;0;676122.13421;304.08739; 
20;15;11;2048;0;681183.86184;304.29683; 
21;15;11;2048;0;675913.40999;304.17768; 
22;15;11;2048;0;676586.08213;304.30535; 
23;15;11;2048;0;678155.87308;304.51485; 
24;15;11;2048;0;674381.04101;304.91091; 
25;15;11;2048;0;678811.25471;304.19440; 
26;15;11;2048;0;679398.56541;303.57697; 
27;15;11;2048;0;673645.19341;303.90294; 
28;15;11;2048;0;681758.47066;304.90624; 
29;15;11;2048;0;686093.83413;304.37064; 
30;15;11;2048;0;678493.54304;304.19020; 
