1,15,11,1024,0,628765.13721,251.44734, ,,
2,15,11,1024,0,631501.13217,252.29063, ,,
3,15,11,1024,0,632052.6073,253.47858, ,,
4,15,11,1024,0,627373.20891,252.845, ,,
5,15,11,1024,0,627002.94486,253.25319, ,,
6,15,11,1024,0,622657.53339,252.70085, ,,
7,15,11,1024,0,625087.10692,251.93244, ,,
8,15,11,1024,0,631893.87998,252.94386, ,,
9,15,11,1024,0,631411.45392,252.39838, ,,
10,15,11,1024,0,629916.97904,253.02044, ,,
11,15,11,1024,0,628608.67121,253.19415, ,,
12,15,11,1024,0,624159.08365,252.31938, ,,
13,15,11,1024,0,625766.3874,252.26123, ,,
14,15,11,1024,0,622394.21586,252.31084, ,,
15,15,11,1024,0,628108.63586,252.54245, ,,
16,15,11,1024,0,626154.46025,252.31053, ,,
17,15,11,1024,0,629791.17835,252.06942, ,,
18,15,11,1024,0,627313.98533,252.63616, ,,
19,15,11,1024,0,631125.54707,253.00965, ,,
20,15,11,1024,0,627181.89051,252.75313, ,,
21,15,11,1024,0,625259.04115,252.98723, ,,
22,15,11,1024,0,632596.47031,251.76439, ,,
23,15,11,1024,0,624247.22618,252.52911, ,,
24,15,11,1024,0,629963.17126,252.83773, ,,
25,15,11,1024,0,632990.39165,253.25407, ,,
26,15,11,1024,0,631304.03807,253.04589, ,,
27,15,11,1024,0,627554.94858,252.95851, ,,
28,15,11,1024,0,629579.52989,252.6992, ,,
29,15,11,1024,0,629082.48414,252.92139, ,,
30,15,11,1024,0,629160.12577,252.71303, ,,252.647606666667
1,15,11,2048,0,676776.83864,304.6922, ,,
2,15,11,2048,0,677400.04329,303.92953, ,,
3,15,11,2048,0,677425.84279,304.5351, ,,
4,15,11,2048,0,680709.36381,303.68823, ,,
5,15,11,2048,0,680482.13235,304.14458, ,,
6,15,11,2048,0,681112.12384,304.50227, ,,
7,15,11,2048,0,676909.51162,303.76203, ,,
8,15,11,2048,0,671703.92679,305.17496, ,,
9,15,11,2048,0,680528.59817,304.88596, ,,
10,15,11,2048,0,678640.93457,304.24221, ,,
11,15,11,2048,0,677003.87311,304.29807, ,,
12,15,11,2048,0,679475.12877,304.62708, ,,
13,15,11,2048,0,677227.32335,304.06088, ,,
