38,194,198,318,442,783,1002,1173,1291,2392
0.02451,0.02618,0.038508,0.026686,0.037662,0.03873,0.030276,0.027616,0.028744,0.030544
0.001432,0.013456,0.013984,0.152192,0.43236,1.17395,1.682952,0.017728,0.021812,0.111166
1E-05,1E-05,1E-05,1E-05,1.2E-05,1.8E-05,1E-05,0,0,0
0.001056,0.014644,0.015058,0.037582,0.067618,0.22598,0.397228,0.005398,0.00632,0.022266
0.012606,0.14505,0.166828,0.431758,1.111594,5.461612,9.229542,41.808432,55.142346,190.114764
3.2E-05,0.000244,0.00025,0.000542,0.001044,0.00346,0.005492,1.6E-05,9.2E-05,2E-05
2E-05,3.4E-05,4.2E-05,4.6E-05,7.8E-05,0.000184,5.8E-05,6.6E-05,0.000218,5.4E-05
0.218573,2.235923,2.5759954,6.7035496,17.2300148,83.4193532,140.641431,627.1800588,827.196368,2851.888767
0.000458,0.001834,0.006302,0.001206,0.003628,0.002078,0.00191,0.002566,0.001736,0.003052
0.004196,0.328074,0.341168,0.871882,1.436734,2.92165,3.97449,0.018212,0.020874,0.113662
1E-05,1E-05,1.2E-05,1.2E-05,1.4E-05,1.8E-05,1.4E-05,0,0,2E-06
0.000922,0.013634,0.014018,0.035246,0.068482,0.22781,0.399094,0.00601,0.006824,0.023196
0.011654,0.146388,0.168238,0.436028,1.139344,5.574376,9.345018,50.643358,70.699324,216.277016
4.2E-05,0.00046,0.000468,0.001042,0.002018,0.006614,0.010622,1.8E-05,4.8E-05,2E-05
3E-05,3.2E-05,2.8E-05,3E-05,4.8E-05,7.8E-05,7.8E-05,6.4E-05,0.000158,6.8E-05
0.1846668,2.5501712,2.896049,7.4686,18.6340494,86.8728936,144.7175942,759.6821018,1060.5248262,3244.3003746
0.001238,0.000998,0.00097,0.001266,0.001826,0.002266,0.002196,0.001932,0.00213,0.00356
0.012586,1.27989,1.290158,2.361598,3.51058,6.485162,8.797126,0.017532,0.021762,0.115534
1E-05,1.2E-05,1E-05,1.2E-05,1.4E-05,2.6E-05,2.2E-05,0,0,0
0.00092,0.013656,0.014096,0.035924,0.069162,0.229686,0.402106,0.006068,0.007154,0.022714
0.013046,0.187154,0.20917,0.55698,1.36167,7.63489,11.500442,76.775904,103.596954,276.946846
7E-05,0.000898,0.000906,0.002076,0.003994,0.013104,0.021036,1.2E-05,6.2E-05,2E-05
2E-05,2.8E-05,2.6E-05,2.6E-05,4.6E-05,9E-05,0.00044,6.6E-05,0.00027,0.000104
0.2184538,4.122512,4.4638034,10.7926196,24.0753344,121.4479676,182.03551,1151.6729562,1553.9953086,4154.3538416
0.000978,0.001096,0.0011,0.001314,0.001952,0.002732,0.006806,0.002258,0.003802,0.00283
0.16159,3.202806,3.214396,5.377174,7.769824,18.123004,26.561648,0.01656,0.023046,0.098106
1E-05,1E-05,1E-05,1E-05,1.2E-05,4E-05,2.8E-05,0,0,0
0.000924,0.013868,0.014286,0.036806,0.069854,0.231196,0.405754,0.005438,0.007058,0.013048
0.018448,0.251978,0.280564,0.880486,1.985134,9.200844,13.55732,91.075566,121.781174,189.612324
0.000128,0.001786,0.001808,0.0042,0.008008,0.025994,0.042056,1.6E-05,0.000116,8E-06
2E-05,3E-05,2.6E-05,3.4E-05,7E-05,9E-05,0.000412,6.2E-05,0.00078,3.8E-05
0.4557416,7.0388144,7.480146,18.7017872,37.7555052,156.7798386,230.9847048,1366.174691,1826.7706744,2844.3057488
